name,file,team_preprocessing_only,probability_set,feature_view,smote_k,seed_label,source,threshold,positive_rate,true_count,oof_best_threshold,oof_best_accuracy,oof_acc_050,oof_logloss,oof_auc,candidate_kind,target_positive_rate
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_oofbest_t0p448,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_oofbest_t0p448.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.44800000000000006,0.5571662380173018,2383,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,fixed_threshold,
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate5366_public,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate5366_public.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.4825325012207031,0.5365910685059622,2295,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,positive_rate_anchor,0.53659
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate53566_seed7,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate53566_seed7.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.4858449697494507,0.5356558335281739,2291,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,positive_rate_anchor,0.5356558335281739
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate53519_seed2024,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate53519_seed2024.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.48786211013793945,0.5351882160392799,2289,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,positive_rate_anchor,0.5351882160392799
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate53495_seed17,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate53495_seed17.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.4890720844268799,0.5349544072948328,2288,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,positive_rate_anchor,0.5349544072948328
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate5324_anchor,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate5324_anchor.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.4925481081008911,0.5323825111059154,2277,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,positive_rate_anchor,0.5323825111059154
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_t050,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_t050.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.5,0.5277063362169745,2257,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,fixed_threshold,
submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate5116_safe,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_seed7_rate5116_safe.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_seed7,raw_plus_group_cabin,3,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.5210415720939636,0.5115735328501286,2188,0.44800000000000006,0.8130679857356494,0.8081214770505004,0.387746430833957,0.9017246243860193,positive_rate_anchor,0.5115735328501286
submission_team_common_rawlike_raw_plus_group_cabin_k5_seed7_oofbest_t0p441,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k5_seed7_oofbest_t0p441.csv,True,team_common_rawlike_raw_plus_group_cabin_k5_seed7,raw_plus_group_cabin,5,7,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; single_seed=7",0.44100000000000006,0.5611409866729016,2400,0.44100000000000006,0.8126078453928448,0.8083515472219027,0.388057336191715,0.9015060290391175,fixed_threshold,
submission_team_common_rawlike_raw_plus_group_cabin_k3_multi5_oofbest_t0p453,/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/xgb_public_recovery_sprint_2026-04-27/submissions/submission_team_common_rawlike_raw_plus_group_cabin_k3_multi5_oofbest_t0p453.csv,True,team_common_rawlike_raw_plus_group_cabin_k3_multi5,raw_plus_group_cabin,3,multi5,"/Users/shenyijie/Desktop/MLWP project/01_本地副本_实验/processed/common/preprocessed_common.joblib; view=raw_plus_group_cabin; n_features=30; dropped=['ShoppingMall', 'FoodCourt', 'Age', 'CryoSleep_True', 'VIP_False', 'VIP_True', 'HomePlanet_Earth', 'HomePlanet_Europa', 'HomePlanet_Mars', 'Destination_55 Cancri e', 'Destination_PSO J318.5-22', 'Destination_TRAPPIST-1e']; averaged_seeds=[2024, 17, 7, 42, 88]",0.45300000000000007,0.552256254383914,2362,0.45300000000000007,0.8126078453928448,0.8083515472219027,0.3864479779884868,0.9022284603254341,fixed_threshold,
