y_true,y_proba
0,0.54303044
1,0.15217955
0,0.002307682
0,0.009014464
1,0.090046555
1,0.1242909
1,0.728331
1,0.5215832
1,0.5091322
1,0.98669195
1,0.9705184
1,0.98073304
1,0.40189767
0,0.15194753
1,0.51541877
0,0.6507982
0,0.22871748
0,0.098483965
1,0.98073757
1,0.6256237
0,0.107061885
0,0.72234803
0,0.8672783
0,0.8673264
1,0.6177888
0,0.86362
0,0.606654
0,0.13719086
1,0.9968349
0,0.1481035
0,0.76568526
0,0.16175826
0,0.14375344
1,0.060226213
1,0.9340534
1,0.09703928
1,0.9912508
0,0.26396003
0,0.2248085
0,0.022679616
0,0.7837352
1,0.5661316
0,0.0085411295
0,0.4849554
1,0.66243553
1,0.58485323
0,0.085761376
1,0.97363776
0,0.15290996
0,0.114091
0,0.0013720922
1,0.8916806
1,0.8679539
1,0.94584197
1,0.810818
0,0.60356647
0,0.14513734
0,0.49907523
1,0.9776206
1,0.69400084
0,0.14343993
1,0.80752075
1,0.5859391
0,0.110240996
0,0.07053
1,0.12046087
0,0.11343442
0,0.82778645
0,0.1344496
0,0.55517817
1,0.99378663
1,0.56800807
1,0.8754028
0,0.035444036
0,0.6640309
0,0.04081453
1,0.97900534
1,0.8807906
1,0.10685732
1,0.99501896
0,0.09111403
1,0.6941064
1,0.5238999
1,0.44477162
0,0.5128869
0,0.52549493
1,0.7555762
1,0.6657445
0,0.4179191
0,0.44254208
1,0.9185294
0,0.3688025
1,0.33089527
1,0.7864807
0,0.1455112
1,0.19796555
1,0.6770747
0,0.5949699
0,0.2516369
0,0.08044626
0,0.57781047
0,0.21484876
1,0.6997469
0,0.003486469
0,0.056428988
1,0.33025795
1,0.9347681
1,0.8756378
1,0.9922283
1,0.57664263
0,0.27867076
1,0.68886834
1,0.73081017
0,0.0042173844
1,0.95273894
1,0.9629695
0,0.07163374
0,0.54116684
1,0.9762186
0,0.10365828
0,0.08929455
0,0.0852739
1,0.5973009
1,0.9638306
0,0.026073303
1,0.57470596
0,0.36988387
1,0.6376332
0,0.17922974
1,0.99530715
1,0.44419536
0,0.0680664
0,0.39655006
1,0.63406354
0,0.39857182
1,0.44638506
0,0.08335286
1,0.58153856
0,0.6891519
0,0.13541202
0,0.021028992
1,0.937741
1,0.9565009
1,0.443896
0,0.6066762
1,0.9610187
1,0.96624583
0,0.080048695
0,0.5116557
0,0.098057255
1,0.5703456
1,0.41961724
1,0.62540007
0,0.13266769
0,0.0042281654
0,0.018098848
1,0.55796164
0,0.64219064
1,0.50257576
0,0.094901256
1,0.9743004
1,0.1872607
0,0.04171465
1,0.4491911
0,0.5008084
0,0.7024559
1,0.5788466
0,0.35798633
0,0.077840164
1,0.9792449
0,0.043084953
1,0.95389783
1,0.19633254
0,0.13347156
0,0.14077833
1,0.43601617
0,0.5229239
1,0.5168923
1,0.9941877
1,0.995303
1,0.9856547
1,0.2165492
1,0.99558115
0,0.09948854
1,0.87954676
0,0.5704605
1,0.9688612
1,0.08796948
1,0.97664803
0,0.06669999
0,0.08844966
0,0.0780778
0,0.12143493
0,0.035265736
0,0.08414388
1,0.5135858
1,0.2961894
1,0.33075958
0,0.4991157
0,0.40106088
0,0.07785739
0,0.6121305
1,0.50490046
0,0.22906175
0,0.124697685
0,0.043152384
1,0.40762728
0,0.029450476
0,0.045162667
0,0.46847638
0,0.11864169
1,0.9751744
1,0.54754275
0,0.5439471
0,0.036269896
1,0.539897
0,0.119882226
0,0.026961356
0,0.6012332
0,0.050806843
0,0.47249168
1,0.96192944
0,0.17219234
1,0.95633584
0,0.007813227
0,0.36768746
0,0.5014986
1,0.7506207
1,0.9764923
1,0.9854549
0,0.0019690418
0,0.08323307
0,0.01442374
0,0.3702284
