PassengerId,y_proba
0001_01,0.5010305047035217
0002_01,0.11128896474838257
0003_01,0.008878624066710472
0003_02,0.0033498182892799377
0004_01,0.04115913808345795
0005_01,0.1722785234451294
0006_01,0.9671911001205444
0006_02,0.6830366253852844
0007_01,0.5167081952095032
0008_01,0.9969105124473572
0008_02,0.984375536441803
0008_03,0.9915839433670044
0009_01,0.24236686527729034
0010_01,0.05752798914909363
0011_01,0.6642755270004272
0012_01,0.6457857489585876
0014_01,0.13424387574195862
0015_01,0.041390515863895416
0016_01,0.9935680031776428
0017_01,0.8502515554428101
0017_02,0.0563427098095417
0020_01,0.8637081980705261
0020_02,0.9300800561904907
0020_03,0.9438776969909668
0020_04,0.7748256325721741
0020_05,0.9239708185195923
0020_06,0.8171961903572083
0022_01,0.04810893163084984
0024_01,0.997267484664917
0025_01,0.19448359310626984
0026_01,0.43503329157829285
0028_01,0.07741595059633255
0030_01,0.09747642278671265
0031_01,0.012649117037653923
0031_02,0.985506534576416
0031_03,0.04827047139406204
0034_01,0.9962140917778015
0035_01,0.37361565232276917
0036_01,0.0674695149064064
0038_01,0.020787453278899193
0039_01,0.875714898109436
0041_01,0.7479956150054932
0043_01,0.0033444655127823353
0044_01,0.49614691734313965
0044_02,0.8234908580780029
0044_03,0.6249629855155945
0045_01,0.033499058336019516
0045_02,0.995598316192627
0050_01,0.0991436168551445
0051_01,0.04692352935671806
0052_01,0.00036972705856896937
0053_01,0.9759957194328308
0056_01,0.9708669781684875
0056_02,0.974503755569458
0056_03,0.36426642537117004
0058_01,0.826756477355957
0061_01,0.3916240632534027
0062_01,0.3858965337276459
0064_01,0.990726113319397
0064_02,0.9083395004272461
0066_01,0.12176231294870377
0067_01,0.9350186586380005
0067_02,0.7690554857254028
0067_03,0.0996749997138977
0068_01,0.02268430031836033
0069_01,0.06146714463829994
0070_01,0.026623286306858063
0071_01,0.9618955254554749
0072_01,0.05678574740886688
0073_01,0.4835853576660156
0074_01,0.9981793165206909
0076_01,0.7538695335388184
0077_01,0.965223491191864
0078_01,0.11520596593618393
0081_01,0.9419585466384888
0082_01,0.0026382466312497854
0082_02,0.9986701011657715
0082_03,0.9924734830856323
0084_01,0.03194160759449005
0085_01,0.9987173080444336
0086_01,0.6358214020729065
0088_01,0.6989041566848755
0090_01,0.6424095034599304
0091_01,0.5823311805725098
0091_02,0.527547299861908
0092_01,0.8995668292045593
0092_02,0.9472368955612183
0092_03,0.906830370426178
0097_01,0.4850708544254303
0098_01,0.7719279527664185
0098_02,0.9832481145858765
0099_01,0.6411935687065125
0099_02,0.4520995616912842
0101_01,0.960178792476654
0102_01,0.03726985305547714
0103_01,0.567658007144928
0103_02,0.7345790266990662
0103_03,0.5971167087554932
0105_01,0.33554351329803467
0107_01,0.06451582163572311
0108_01,0.87823486328125
0108_02,0.3279188573360443
0108_03,0.8850768804550171
0110_01,0.0005372794112190604
0110_02,0.0021204131189733744
0110_03,0.12015119940042496
0110_04,0.9741562008857727
0111_01,0.945904552936554
0112_01,0.9937899708747864
0113_01,0.6647362112998962
0114_01,0.28522247076034546
0115_01,0.9407558441162109
0116_01,0.5808048844337463
0119_01,0.0012566335499286652
0119_02,0.9864733219146729
0120_01,0.9472599029541016
0122_01,0.013262038119137287
0123_01,0.7375389933586121
0126_01,0.9975377321243286
0127_01,0.07236196845769882
0128_01,0.06923935562372208
0128_02,0.026246946305036545
0129_01,0.6886163353919983
0133_01,0.9680561423301697
0133_02,0.008439252153038979
0134_01,0.6399475932121277
0136_01,0.10779564827680588
0138_01,0.9299148917198181
0138_02,0.0098761897534132
0139_01,0.9952331185340881
0140_01,0.5435677170753479
0140_02,0.01604764349758625
0141_01,0.0258230771869421
0144_01,0.4424588680267334
0146_01,0.3530038595199585
0147_01,0.31097766757011414
0148_01,0.028370946645736694
0149_01,0.5467830896377563
0151_01,0.7733808159828186
0152_01,0.02553500607609749
0160_01,0.018839774653315544
0163_01,0.9918690919876099
0163_02,0.9928359389305115
0164_01,0.10252220928668976
0164_02,0.6711858510971069
0165_01,0.9601486921310425
0167_01,0.9788822531700134
0167_02,0.05169559642672539
0169_01,0.7138293385505676
0170_01,0.06077851727604866
0171_01,0.3000756502151489
0172_01,0.34672439098358154
0173_01,0.7948929071426392
0174_01,0.02813027799129486
0177_01,0.07554508745670319
0178_01,0.003194668795913458
0179_01,0.5064849853515625
0179_02,0.7926183938980103
0179_03,0.6082674860954285
0181_01,0.02940768003463745
0182_01,0.9972714781761169
0183_01,0.1256992071866989
0186_01,0.015446501784026623
0188_01,0.3916957974433899
0189_01,0.09491287916898727
0190_01,0.5839670896530151
0192_01,0.7369775176048279
0192_02,0.40838631987571716
0192_03,0.045870061963796616
0193_01,0.9839755296707153
0193_02,0.03569081798195839
0193_03,0.982002854347229
0195_01,0.29928234219551086
0196_01,0.07427052408456802
0197_01,0.3022628128528595
0198_01,0.500037431716919
0199_01,0.6530466675758362
0200_01,0.6125903725624084
0201_01,0.9970703125
0201_02,0.9973257780075073
0202_01,0.996127188205719
0202_02,0.03258553519845009
0203_01,0.995429515838623
0205_01,0.010642500594258308
0206_01,0.8678022623062134
0207_01,0.5083228349685669
0210_01,0.7509689927101135
0211_01,0.007170408498495817
0211_02,0.9950330257415771
0211_03,0.010311092250049114
0212_01,0.009021233767271042
0212_02,0.02367977984249592
0213_01,0.024959364905953407
0216_01,0.0037558951880782843
0217_01,0.05129557475447655
0219_01,0.5690175294876099
0220_01,0.16322360932826996
0220_02,0.29593345522880554
0220_03,0.6824169158935547
0220_04,0.3993019759654999
0220_05,0.0818125531077385
0220_06,0.5607495307922363
0220_07,0.7345542907714844
0221_01,0.16815227270126343
0221_02,0.1325140744447708
0221_03,0.04298052191734314
0221_04,0.3580079674720764
0221_05,0.016173649579286575
0221_06,0.017014339566230774
0221_07,0.635437548160553
0222_01,0.3346121311187744
0222_02,0.9960783123970032
0222_03,0.6043068766593933
0223_01,0.48949652910232544
0224_01,0.01058684941381216
0225_01,0.6369680166244507
0229_01,0.20045337080955505
0231_01,0.010562318377196789
0232_01,0.8061056733131409
0233_01,0.017083724960684776
0234_01,0.536876916885376
0237_01,0.986164927482605
0239_01,0.04396006464958191
0240_01,0.9495502710342407
0241_01,0.0004512032901402563
0242_01,0.38879144191741943
0243_01,0.5664483904838562
0244_01,0.9909037947654724
0244_02,0.9868267774581909
0245_01,0.9951459765434265
0245_02,0.0014553609071299434
0246_01,0.08821612596511841
0248_01,0.008272439241409302
0250_01,0.44442880153656006
0251_01,0.886620283126831
0252_01,0.32005614042282104
0253_01,0.19231471419334412
0254_01,0.1848946213722229
0255_01,0.9919330477714539
0257_01,0.0323663167655468
0257_02,0.9965050220489502
0258_01,0.3833884298801422
0260_01,0.4026030898094177
0261_01,0.06615246832370758
0263_01,0.4969449043273926
0265_01,0.988843560218811
0267_01,0.12479116767644882
0269_01,0.8948593139648438
0270_01,0.05304102972149849
0275_01,0.9942743182182312
0277_01,0.9682525396347046
0278_01,0.023872550576925278
0278_02,0.04016316309571266
0281_01,0.9623936414718628
0282_01,0.7332492470741272
0283_01,0.7075589299201965
0283_02,0.6269170045852661
0285_01,0.9755799174308777
0285_02,0.979541003704071
0286_01,0.8749392032623291
0287_01,0.9930944442749023
0287_02,0.047407835721969604
0288_01,0.3467276990413666
0289_01,0.995098888874054
0290_01,0.6159926056861877
0290_02,0.9939823746681213
0290_03,0.9049556851387024
0290_04,0.9883680939674377
0291_01,0.9693681001663208
0294_01,0.9955621957778931
0297_01,0.8381187915802002
0298_01,0.9950764775276184
0301_01,0.835874617099762
0302_01,0.03415588662028313
0303_01,0.6280008554458618
0304_01,0.00042129887151531875
0305_01,0.002849321346729994
0306_01,0.2852482795715332
0307_01,0.9237344264984131
0309_01,0.20582373440265656
0310_01,0.00019104564853478223
0313_01,0.5872291326522827
0313_02,0.8012984991073608
0313_03,0.2779839038848877
0313_04,0.8807064294815063
0314_01,0.008800504729151726
0315_01,0.5505675673484802
0316_01,0.9903426170349121
0316_02,0.9952913522720337
0320_01,0.33756887912750244
0320_02,0.1999724954366684
0321_01,0.119326651096344
0322_01,0.6792203783988953
0324_01,0.590322732925415
0326_01,0.45597517490386963
0327_01,0.4849943518638611
0330_01,0.9863345623016357
0330_02,0.9951412677764893
0330_03,0.33900120854377747
0331_01,0.020592661574482918
0333_01,0.9931071400642395
0334_01,0.0008609482320025563
0336_01,0.1038222536444664
0337_01,0.989056408405304
0337_02,0.017476914450526237
0337_03,0.9952237010002136
0338_01,0.567887544631958
0340_01,0.9979619979858398
0341_01,0.39862245321273804
0343_01,0.0835810974240303
0345_01,0.8971323370933533
0346_01,0.8590918183326721
0347_01,0.6850906014442444
0348_01,0.9967907071113586
0348_02,0.16019296646118164
0350_01,0.7385508418083191
0352_01,0.6767352819442749
0355_01,0.6759023666381836
0356_01,0.9842594265937805
0357_01,0.24628077447414398
0358_01,0.389127641916275
0358_02,0.8123046159744263
0359_01,0.33249977231025696
0360_01,0.07223288714885712
0361_01,0.04872526228427887
0365_01,0.07025069743394852
0368_01,0.5999531149864197
0368_02,0.9953038692474365
0369_01,0.11298416554927826
0370_01,0.06880195438861847
0371_01,0.9748318195343018
0372_01,0.009096979163587093
0373_01,0.49505728483200073
0375_01,0.12084288895130157
0376_01,0.34970298409461975
0377_01,0.01033285167068243
0378_01,0.0027594128623604774
0378_02,0.9933393597602844
0378_03,0.0005811317823827267
0378_04,0.9901963472366333
0378_05,0.9899795055389404
0378_06,0.1581033319234848
0378_07,0.9962344765663147
0379_01,0.0319540835916996
0380_01,0.9834610223770142
0381_01,0.9971942901611328
0381_02,0.9964631199836731
0382_01,0.15823069214820862
0383_01,0.001941670081578195
0383_02,0.797089159488678
0384_01,0.8545615673065186
0384_02,0.3183763027191162
0385_01,0.34384578466415405
0387_01,0.6308042407035828
0388_01,0.8096650838851929
0389_01,0.018467960879206657
0391_01,0.7743983268737793
0392_01,0.041668541729450226
0395_01,0.037790697067976
0395_02,0.005303326062858105
0396_01,0.5992811918258667
0397_01,0.9886592626571655
0398_01,0.011804518289864063
0401_01,0.09040990471839905
0401_02,0.021301060914993286
0402_01,0.9795947670936584
0403_01,0.18820823729038239
0405_01,0.2777375280857086
0407_01,0.00874504167586565
0407_02,0.3433822691440582
0407_03,0.6877842545509338
0408_01,0.030946265906095505
0409_01,0.7064767479896545
0410_01,0.2056170254945755
0411_01,0.0314408503472805
0412_01,0.9374719858169556
0413_01,0.21474745869636536
0415_01,0.7721562385559082
0417_01,0.9939613342285156
0417_02,0.0017499784007668495
0417_03,0.9889118671417236
0423_01,0.970451831817627
