PassengerId,y_proba
0001_01,0.558764424588945
0002_01,0.17565037310123444
0003_01,0.0032570380200114516
0003_02,0.004538845969364047
0004_01,0.08386772622664769
0005_01,0.14998200287421543
0006_01,0.8339784873856438
0006_02,0.5822215146488613
0007_01,0.3975704345438215
0008_01,0.9865783121850756
0008_02,0.9613869786262512
0008_03,0.9685053494241503
0009_01,0.4629746211899651
0010_01,0.1890769898891449
0011_01,0.6413466069433423
0012_01,0.5061542524231805
0014_01,0.12203905400302677
0015_01,0.12178979896836811
0016_01,0.9812031719419693
0017_01,0.5880765385097927
0017_02,0.06859476036495633
0020_01,0.6100858317481147
0020_02,0.6962521738476224
0020_03,0.7127304342057968
0020_04,0.38047078582975596
0020_05,0.7191676629914179
0020_06,0.6874996688630844
0022_01,0.14287725256548986
0024_01,0.9875509474012588
0025_01,0.12408924102783203
0026_01,0.6110744741227893
0028_01,0.15436564220322502
0030_01,0.18758617921008003
0031_01,0.09883415864573585
0031_02,0.9692425198025174
0031_03,0.20704749723275503
0034_01,0.9826910760667588
0035_01,0.40384364459249705
0036_01,0.12796652565399808
0038_01,0.03250344221790632
0039_01,0.6362677084075079
0041_01,0.657400005393558
0043_01,0.00639547617174685
0044_01,0.5345876713593801
0044_02,0.746075815624661
0044_03,0.6425432297918531
0045_01,0.09499395555920072
0045_02,0.985220319694943
0050_01,0.23561734788947633
0051_01,0.0845343354675505
0052_01,0.005242867938553293
0053_01,0.9244657225079007
0056_01,0.8363310827149285
0056_02,0.9575050605667963
0056_03,0.6969675819079081
0058_01,0.5931357343991598
0061_01,0.27931445174747044
0062_01,0.352765194243855
0064_01,0.9837332632806567
0064_02,0.5764093531502618
0066_01,0.13950424310233858
0067_01,0.7606625689400568
0067_02,0.673060933748881
0067_03,0.2636801600456238
0068_01,0.09708951744768356
0069_01,0.14413790239228144
0070_01,0.14180891795290843
0071_01,0.8656407197316488
0072_01,0.06297193343440691
0073_01,0.7942991190486484
0074_01,0.9939303861724005
0076_01,0.5827992326683469
0077_01,0.8700175881385803
0078_01,0.08180470392107964
0081_01,0.6972893012894525
0082_01,0.010390517508818043
0082_02,0.9894897937774658
0082_03,0.9595540232128568
0084_01,0.0629220890502135
0085_01,0.9830384254455566
0086_01,0.29982615179485744
0088_01,0.668666832976871
0090_01,0.4922985202736325
0091_01,0.4596414963404338
0091_02,0.4746803641319275
0092_01,0.6196470459302267
0092_02,0.7528312868542142
0092_03,0.6877041061719259
0097_01,0.46391552355554366
0098_01,0.49848039944966627
0098_02,0.8474524352285596
0099_01,0.30447175436549717
0099_02,0.5391392707824707
0101_01,0.9662826789749993
0102_01,0.1134065646264288
0103_01,0.27527740101019543
0103_02,0.5375376178158654
0103_03,0.5422826177544064
0105_01,0.18130138764778772
0107_01,0.12002855663498242
0108_01,0.6355493399831983
0108_02,0.09510507269038095
0108_03,0.632167398929596
0110_01,0.001939842412765655
0110_02,0.03413777177532514
0110_03,0.30564604699611664
0110_04,0.964021000597212
0111_01,0.9627447658114963
0112_01,0.9936443633503385
0113_01,0.601914299858941
0114_01,0.3022932989729776
0115_01,0.9649182226922778
0116_01,0.544979926612642
0119_01,0.002496413045769764
0119_02,0.9614220129119025
0120_01,0.9717327356338501
0122_01,0.040387571064962276
0123_01,0.5977996985117594
0126_01,0.9812081058820089
0127_01,0.09081677264637417
0128_01,0.034272887433568634
0128_02,0.051327950010697045
0129_01,0.48797969354523546
0133_01,0.9812106887499491
0133_02,0.019987536904712517
0134_01,0.7430937223964268
0136_01,0.23620058761702642
0138_01,0.6697445114453634
0138_02,0.06064761202368471
0139_01,0.9923959308200412
0140_01,0.5951630671819051
0140_02,0.08285320757163894
0141_01,0.46367806030644304
0144_01,0.4453546636634403
0146_01,0.21633982989523148
0147_01,0.3680822253227234
0148_01,0.11350530468755299
0149_01,0.5739354557461209
0151_01,0.609089301692115
0152_01,0.0967382863163948
0160_01,0.013259603538446955
0163_01,0.9417417645454407
0163_02,0.9761172334353129
0164_01,0.387987623612086
0164_02,0.6705221666230096
0165_01,0.9644439551565384
0167_01,0.9807805154058667
0167_02,0.05684541455573506
0169_01,0.48641100194719106
0170_01,0.12763494584295484
0171_01,0.49346262216568
0172_01,0.457072291109297
0173_01,0.6377033392588297
0174_01,0.11047772814830144
0177_01,0.05681155104604032
0178_01,0.010174789207263125
0179_01,0.6447987622684902
0179_02,0.7203169729974536
0179_03,0.5363251533773211
0181_01,0.05325247140394317
0182_01,0.9713006085819669
0183_01,0.25367729200257194
0186_01,0.053130500432517797
0188_01,0.4564444124698639
0189_01,0.3854001694255405
0190_01,0.7263705664210849
0192_01,0.6421771314409045
0192_02,0.3717922270298004
0192_03,0.07357033217946689
0193_01,0.9896804094314575
0193_02,0.07989541937907536
0193_03,0.9889510075251261
0195_01,0.21213131811883715
0196_01,0.1908172733253903
0197_01,0.2946246481604046
0198_01,0.45970250500573046
0199_01,0.6258712675836352
0200_01,0.6372208197911581
0201_01,0.9928867419560751
0201_02,0.9961673219998678
0202_01,0.9832847913106283
0202_02,0.13739250600337982
0203_01,0.9861253235075208
0205_01,0.08716742735770013
0206_01,0.855623463789622
0207_01,0.6595240434010824
0210_01,0.9754772981007894
0211_01,0.043454840882784784
0211_02,0.9868657920095657
0211_03,0.10401810622877544
0212_01,0.0631730854511261
0212_02,0.1068754465215736
0213_01,0.11072258609864445
0216_01,0.0747985935045613
0217_01,0.04975330933100647
0219_01,0.5201141768031651
0220_01,0.2704705231719547
0220_02,0.3465103192461862
0220_03,0.6163437565167745
0220_04,0.40329484807120436
0220_05,0.05935022338396973
0220_06,0.7314579221937391
0220_07,0.5294889277882046
0221_01,0.09483599538604419
0221_02,0.17639487319522432
0221_03,0.039400257377160915
0221_04,0.43004676368501454
0221_05,0.02625170619123512
0221_06,0.027842163832651243
0221_07,0.6636697517500983
0222_01,0.19267609218756357
0222_02,0.9838643802536859
0222_03,0.6564784314897325
0223_01,0.49607518315315247
0224_01,0.027567659401231345
0225_01,0.5535775025685629
0229_01,0.1379678464598126
0231_01,0.02649076282978058
0232_01,0.554022706217236
0233_01,0.03826767951250076
0234_01,0.6129966510666741
0237_01,0.9684409962760077
0239_01,0.07831247192290093
0240_01,0.9638184044096204
0241_01,0.0016632370663703317
0242_01,0.2827336755063799
0243_01,0.5228662325276269
0244_01,0.984174887339274
0244_02,0.9906810853216385
0245_01,0.9824691414833069
0245_02,0.001975337004599472
0246_01,0.044291164726018906
0248_01,0.02036879775631759
0250_01,0.5530323916011387
0251_01,0.9913477036688062
0252_01,0.231435072918733
0253_01,0.28855668173895943
0254_01,0.21325161887539756
0255_01,0.9517775310410393
0257_01,0.09414306241605018
0257_02,0.9853750334845649
0258_01,0.10089819961123997
0260_01,0.2431641982661353
0261_01,0.11260641449027592
0263_01,0.4737138052781423
0265_01,0.9748339653015137
0267_01,0.12260544134510888
0269_01,0.8604232668876648
0270_01,0.13047622144222257
0275_01,0.9806921150949267
0277_01,0.8937869469324747
0278_01,0.09157498884532188
0278_02,0.06736357365217474
0281_01,0.9336681365966797
0282_01,0.7767746051152548
